timestamped_line
[17:13:42] ▶ Starting baseline phase for 5 seconds...
[17:13:42] [BASE] t = 0.050 s | ADC: 391 | V: 0.3151
[17:13:44] [BASE] t = 1.450 s | ADC: 386 | V: 0.3111
[17:13:44] [BASE] t = 1.500 s | ADC: 390 | V: 0.3143
[17:13:44] [BASE] t = 1.550 s | ADC: 386 | V: 0.3111
[17:13:44] [BASE] t = 1.600 s | ADC: 386 | V: 0.3111
[17:13:44] [BASE] t = 1.650 s | ADC: 361 | V: 0.2909
[17:13:44] [BASE] t = 1.700 s | ADC: 379 | V: 0.3054
[17:13:44] [BASE] t = 1.750 s | ADC: 388 | V: 0.3127
[17:13:44] [BASE] t = 1.800 s | ADC: 383 | V: 0.3086
[17:13:44] [BASE] t = 1.850 s | ADC: 385 | V: 0.3103
[17:13:44] [BASE] t = 1.900 s | ADC: 390 | V: 0.3143
[17:13:44] [BASE] t = 1.950 s | ADC: 392 | V: 0.3159
[17:13:44] [BASE] t = 2.000 s | ADC: 388 | V: 0.3127
[17:13:44] [BASE] t = 2.050 s | ADC: 383 | V: 0.3086
[17:13:44] [BASE] t = 2.100 s | ADC: 383 | V: 0.3086
[17:13:45] [BASE] t = 2.150 s | ADC: 488 | V: 0.3933
[17:13:45] [BASE] t = 2.200 s | ADC: 390 | V: 0.3143
[17:13:45] [BASE] t = 2.250 s | ADC: 381 | V: 0.3070
[17:13:45] [BASE] t = 2.300 s | ADC: 392 | V: 0.3159
[17:13:45] [BASE] t = 2.350 s | ADC: 392 | V: 0.3159
[17:13:45] [BASE] t = 2.400 s | ADC: 390 | V: 0.3143
[17:13:45] [BASE] t = 2.450 s | ADC: 393 | V: 0.3167
[17:13:45] [BASE] t = 2.500 s | ADC: 483 | V: 0.3892
[17:13:45] [BASE] t = 2.550 s | ADC: 394 | V: 0.3175
[17:13:45] [BASE] t = 2.600 s | ADC: 385 | V: 0.3103
[17:13:45] [BASE] t = 2.650 s | ADC: 382 | V: 0.3078
[17:13:45] [BASE] t = 2.700 s | ADC: 388 | V: 0.3127
[17:13:45] [BASE] t = 2.750 s | ADC: 486 | V: 0.3916
[17:13:45] [BASE] t = 2.800 s | ADC: 482 | V: 0.3884
[17:13:45] [BASE] t = 2.850 s | ADC: 387 | V: 0.3119
[17:13:45] [BASE] t = 2.900 s | ADC: 389 | V: 0.3135
[17:13:45] [BASE] t = 2.950 s | ADC: 393 | V: 0.3167
[17:13:45] [BASE] t = 3.000 s | ADC: 471 | V: 0.3796
[17:13:45] ✅ Baseline complete. Starting main recording for 20 seconds...
[17:13:45] [MAIN] t = 0.000 s | ADC: 396 | V: 0.3191
[17:13:45] [MAIN] t = 0.050 s | ADC: 392 | V: 0.3159
[17:13:46] [MAIN] t = 0.100 s | ADC: 494 | V: 0.3981
[17:13:46] [MAIN] t = 0.150 s | ADC: 498 | V: 0.4013
[17:13:46] [MAIN] t = 0.200 s | ADC: 495 | V: 0.3989
[17:13:46] [MAIN] t = 0.250 s | ADC: 480 | V: 0.3868
[17:13:46] [MAIN] t = 0.300 s | ADC: 488 | V: 0.3933
[17:13:46] [MAIN] t = 0.350 s | ADC: 487 | V: 0.3925
[17:13:46] [MAIN] t = 0.400 s | ADC: 387 | V: 0.3119
[17:13:46] [MAIN] t = 0.450 s | ADC: 392 | V: 0.3159
[17:13:46] [MAIN] t = 0.500 s | ADC: 390 | V: 0.3143
[17:13:46] [MAIN] t = 0.550 s | ADC: 484 | V: 0.3900
[17:13:46] [MAIN] t = 0.600 s | ADC: 491 | V: 0.3957
[17:13:46] [MAIN] t = 0.650 s | ADC: 388 | V: 0.3127
[17:13:46] [MAIN] t = 0.700 s | ADC: 378 | V: 0.3046
[17:13:46] [MAIN] t = 0.750 s | ADC: 388 | V: 0.3127
[17:13:46] [MAIN] t = 0.800 s | ADC: 391 | V: 0.3151
[17:13:46] [MAIN] t = 0.850 s | ADC: 390 | V: 0.3143
[17:13:46] [MAIN] t = 0.900 s | ADC: 393 | V: 0.3167
[17:13:46] [MAIN] t = 0.950 s | ADC: 495 | V: 0.3989
[17:13:46] [MAIN] t = 1.000 s | ADC: 387 | V: 0.3119
[17:13:46] [MAIN] t = 1.050 s | ADC: 378 | V: 0.3046
[17:13:47] [MAIN] t = 1.100 s | ADC: 397 | V: 0.3199
[17:13:47] [MAIN] t = 1.150 s | ADC: 392 | V: 0.3159
[17:13:47] [MAIN] t = 1.200 s | ADC: 489 | V: 0.3941
[17:13:47] [MAIN] t = 1.250 s | ADC: 386 | V: 0.3111
[17:13:47] [MAIN] t = 1.300 s | ADC: 388 | V: 0.3127
[17:13:47] [MAIN] t = 1.350 s | ADC: 387 | V: 0.3119
[17:13:47] [MAIN] t = 1.400 s | ADC: 387 | V: 0.3119
[17:13:47] [MAIN] t = 1.450 s | ADC: 343 | V: 0.2764
[17:13:47] [MAIN] t = 1.500 s | ADC: 389 | V: 0.3135
[17:13:47] [MAIN] t = 1.550 s | ADC: 386 | V: 0.3111
[17:13:47] [MAIN] t = 1.600 s | ADC: 387 | V: 0.3119
[17:13:47] [MAIN] t = 1.650 s | ADC: 385 | V: 0.3103
[17:13:47] [MAIN] t = 1.700 s | ADC: 487 | V: 0.3925
[17:13:47] [MAIN] t = 1.750 s | ADC: 488 | V: 0.3933
[17:13:47] [MAIN] t = 1.800 s | ADC: 391 | V: 0.3151
[17:13:47] [MAIN] t = 1.850 s | ADC: 484 | V: 0.3900
[17:13:47] [MAIN] t = 1.900 s | ADC: 479 | V: 0.3860
[17:13:47] [MAIN] t = 1.950 s | ADC: 490 | V: 0.3949
[17:13:47] [MAIN] t = 2.000 s | ADC: 476 | V: 0.3836
[17:13:47] [MAIN] t = 2.050 s | ADC: 481 | V: 0.3876
[17:13:48] [MAIN] t = 2.100 s | ADC: 488 | V: 0.3933
[17:13:48] [MAIN] t = 2.150 s | ADC: 389 | V: 0.3135
[17:13:48] [MAIN] t = 2.200 s | ADC: 387 | V: 0.3119
[17:13:48] [MAIN] t = 2.250 s | ADC: 392 | V: 0.3159
[17:13:48] [MAIN] t = 2.300 s | ADC: 393 | V: 0.3167
[17:13:48] [MAIN] t = 2.350 s | ADC: 392 | V: 0.3159
[17:13:48] [MAIN] t = 2.400 s | ADC: 392 | V: 0.3159
[17:13:48] [MAIN] t = 2.450 s | ADC: 390 | V: 0.3143
[17:13:48] [MAIN] t = 2.500 s | ADC: 490 | V: 0.3949
[17:13:48] [MAIN] t = 2.550 s | ADC: 389 | V: 0.3135
[17:13:48] [MAIN] t = 2.600 s | ADC: 392 | V: 0.3159
[17:13:48] [MAIN] t = 2.650 s | ADC: 387 | V: 0.3119
[17:13:48] [MAIN] t = 2.700 s | ADC: 382 | V: 0.3078
[17:13:48] [MAIN] t = 2.750 s | ADC: 390 | V: 0.3143
[17:13:48] [MAIN] t = 2.800 s | ADC: 388 | V: 0.3127
[17:13:48] [MAIN] t = 2.850 s | ADC: 387 | V: 0.3119
[17:13:48] [MAIN] t = 2.900 s | ADC: 383 | V: 0.3086
[17:13:48] [MAIN] t = 2.950 s | ADC: 389 | V: 0.3135
[17:13:48] [MAIN] t = 3.000 s | ADC: 479 | V: 0.3860
[17:13:48] [MAIN] t = 3.050 s | ADC: 392 | V: 0.3159
[17:13:49] [MAIN] t = 3.100 s | ADC: 394 | V: 0.3175
[17:13:49] [MAIN] t = 3.150 s | ADC: 394 | V: 0.3175
[17:13:49] [MAIN] t = 3.200 s | ADC: 493 | V: 0.3973
[17:13:49] [MAIN] t = 3.250 s | ADC: 487 | V: 0.3925
[17:13:49] [MAIN] t = 3.300 s | ADC: 492 | V: 0.3965
[17:13:49] [MAIN] t = 3.350 s | ADC: 494 | V: 0.3981
[17:13:49] [MAIN] t = 3.400 s | ADC: 492 | V: 0.3965
[17:13:49] [MAIN] t = 3.450 s | ADC: 386 | V: 0.3111
[17:13:49] [MAIN] t = 3.500 s | ADC: 386 | V: 0.3111
[17:13:49] [MAIN] t = 3.550 s | ADC: 390 | V: 0.3143
[17:13:49] [MAIN] t = 3.600 s | ADC: 487 | V: 0.3925
[17:13:49] [MAIN] t = 3.650 s | ADC: 388 | V: 0.3127
[17:13:49] [MAIN] t = 3.700 s | ADC: 385 | V: 0.3103
[17:13:49] [MAIN] t = 3.750 s | ADC: 383 | V: 0.3086
[17:13:49] [MAIN] t = 3.800 s | ADC: 491 | V: 0.3957
[17:13:49] [MAIN] t = 3.850 s | ADC: 485 | V: 0.3908
[17:13:49] [MAIN] t = 3.900 s | ADC: 485 | V: 0.3908
[17:13:49] [MAIN] t = 3.950 s | ADC: 391 | V: 0.3151
[17:13:49] [MAIN] t = 4.000 s | ADC: 496 | V: 0.3997
[17:13:49] [MAIN] t = 4.050 s | ADC: 478 | V: 0.3852
[17:13:50] [MAIN] t = 4.100 s | ADC: 385 | V: 0.3103
[17:13:50] [MAIN] t = 4.150 s | ADC: 487 | V: 0.3925
[17:13:50] [MAIN] t = 4.200 s | ADC: 497 | V: 0.4005
[17:13:50] [MAIN] t = 4.250 s | ADC: 491 | V: 0.3957
[17:13:50] [MAIN] t = 4.300 s | ADC: 389 | V: 0.3135
[17:13:50] [MAIN] t = 4.350 s | ADC: 477 | V: 0.3844
[17:13:50] [MAIN] t = 4.400 s | ADC: 385 | V: 0.3103
[17:13:50] [MAIN] t = 4.450 s | ADC: 390 | V: 0.3143
[17:13:50] [MAIN] t = 4.500 s | ADC: 391 | V: 0.3151
[17:13:50] [MAIN] t = 4.550 s | ADC: 494 | V: 0.3981
[17:13:50] [MAIN] t = 4.600 s | ADC: 475 | V: 0.3828
[17:13:50] [MAIN] t = 4.650 s | ADC: 389 | V: 0.3135
[17:13:50] [MAIN] t = 4.700 s | ADC: 382 | V: 0.3078
[17:13:50] [MAIN] t = 4.750 s | ADC: 384 | V: 0.3095
[17:13:50] [MAIN] t = 4.800 s | ADC: 486 | V: 0.3916
[17:13:50] [MAIN] t = 4.850 s | ADC: 495 | V: 0.3989
[17:13:50] [MAIN] t = 4.900 s | ADC: 388 | V: 0.3127
[17:13:50] [MAIN] t = 4.950 s | ADC: 480 | V: 0.3868
[17:13:50] [MAIN] t = 5.000 s | ADC: 392 | V: 0.3159
[17:13:50] [MAIN] t = 5.050 s | ADC: 493 | V: 0.3973
[17:13:51] [MAIN] t = 5.100 s | ADC: 481 | V: 0.3876
[17:13:51] [MAIN] t = 5.150 s | ADC: 486 | V: 0.3916
[17:13:51] [MAIN] t = 5.200 s | ADC: 492 | V: 0.3965
[17:13:51] [MAIN] t = 5.250 s | ADC: 492 | V: 0.3965
[17:13:51] [MAIN] t = 5.300 s | ADC: 486 | V: 0.3916
[17:13:51] [MAIN] t = 5.350 s | ADC: 494 | V: 0.3981
[17:13:51] [MAIN] t = 5.400 s | ADC: 490 | V: 0.3949
[17:13:51] [MAIN] t = 5.450 s | ADC: 489 | V: 0.3941
[17:13:51] [MAIN] t = 5.500 s | ADC: 476 | V: 0.3836
[17:13:51] [MAIN] t = 5.550 s | ADC: 388 | V: 0.3127
[17:13:51] [MAIN] t = 5.600 s | ADC: 492 | V: 0.3965
[17:13:51] [MAIN] t = 5.650 s | ADC: 495 | V: 0.3989
[17:13:51] [MAIN] t = 5.700 s | ADC: 479 | V: 0.3860
[17:13:51] [MAIN] t = 5.750 s | ADC: 487 | V: 0.3925
[17:13:51] [MAIN] t = 5.800 s | ADC: 388 | V: 0.3127
[17:13:51] [MAIN] t = 5.850 s | ADC: 489 | V: 0.3941
[17:13:51] [MAIN] t = 5.900 s | ADC: 484 | V: 0.3900
[17:13:51] [MAIN] t = 5.950 s | ADC: 482 | V: 0.3884
[17:13:51] [MAIN] t = 6.000 s | ADC: 499 | V: 0.4021
[17:13:51] [MAIN] t = 6.050 s | ADC: 497 | V: 0.4005
[17:13:52] [MAIN] t = 6.100 s | ADC: 491 | V: 0.3957
[17:13:52] [MAIN] t = 6.150 s | ADC: 389 | V: 0.3135
[17:13:52] [MAIN] t = 6.200 s | ADC: 494 | V: 0.3981
[17:13:52] [MAIN] t = 6.250 s | ADC: 491 | V: 0.3957
[17:13:52] [MAIN] t = 6.300 s | ADC: 494 | V: 0.3981
[17:13:52] [MAIN] t = 6.350 s | ADC: 491 | V: 0.3957
[17:13:52] [MAIN] t = 6.400 s | ADC: 496 | V: 0.3997
[17:13:52] [MAIN] t = 6.450 s | ADC: 482 | V: 0.3884
[17:13:52] [MAIN] t = 6.500 s | ADC: 488 | V: 0.3933
[17:13:52] [MAIN] t = 6.550 s | ADC: 486 | V: 0.3916
[17:13:52] [MAIN] t = 6.600 s | ADC: 394 | V: 0.3175
[17:13:52] [MAIN] t = 6.650 s | ADC: 396 | V: 0.3191
[17:13:52] [MAIN] t = 6.700 s | ADC: 493 | V: 0.3973
[17:13:52] [MAIN] t = 6.750 s | ADC: 494 | V: 0.3981
[17:13:52] [MAIN] t = 6.800 s | ADC: 497 | V: 0.4005
[17:13:52] [MAIN] t = 6.850 s | ADC: 499 | V: 0.4021
[17:13:52] [MAIN] t = 6.900 s | ADC: 490 | V: 0.3949
